film_title,film_url,user_note,review
Le Prête-nom de Martin Ritt,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,4.0,"C'est un très bon film, on est rarement déçu avec Martin Ritt. Le sujet m'intéresse et j'apprécie le Woody Allen des année 70. A travers cette histoire de Prête nom, Ritt décrit l'ambiance dans l'industrie cinématographique à l""époque du Maccarthisme. J'ai trouvé son approche subtile et sensible, elle permet de nous faire comprendre les mécanismes de cette répression politique qui attaque frontalement la liberté des créateurs. Il le fait à travers des personnages qui auront un positionnement différent face au système : accepter, résister ou ne rien faire. La mise en scène de certaines séquences sont vraiment très réussies : la description d'un tournage de fiction télé en directe, la disparition dramatique de l'un des protagonistes, la scène finale. Les relations d'amour et d'amitiés, comme toujours chez Ritt sont particulièrement bien présentées."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,4.0,"Après une mise en place physique, écrasée par la chaleur, dans la moiteur des siestes siciliennes, un petit monde se révèle au spectateur. Le village est cadenassé par les hommes, qui occupant toutes les places « stratégiques », c’est à dire les cafés et les bancs, s’occupent en matant les femmes qui passent et en persiflant, tout en se faisant les gorges chaudes des malheurs des uns comme des autres. C’est qu’ils sont garants du seul trésor de cette terre déshéritée : l’honneur. Don Vincenzo Ascalone, personnalité de cette petite ville, craint et respecté, focalise tous les regards et commentaires fielleux, car pendant la sieste quotidienne, Peppino, le fiancé de sa fille Mathilde, a séduit et engrossé sa petite sœur Agnese, âgée d’à peine quinze ans. Il refuse de l’épouser, car on n’épouse pas une traînée qui a perdu sa virginité. Commence alors pour Don Ascalone une course haletante pour sauver ce qui est encore sauvable tout en infligeant à sa fille Agnese un chemin de croix infernal. Systématiquement battue et humiliée, enfermée, réduite au silence et à la soumission, vêtue de noir, le regard perpétuellement dirigé vers le sol elle subira une cruauté ultime lorsque Peppino l’abandonnera en pleine campagne, puis la rappellera comme un animal domestique, la ramenant à son sort sans espoir. Cette histoire imaginée par Pietro Germi et Luciano Scarpelli bénéficia lors de la scénarisation des fameux Age et Scarpelli, grands artisans du cinéma comique transalpin. Malgré leur apport se traduisant par de nombreuses situations comiques et des répliques bien senties, le film tient plutôt de la farce sinistre. Après « Divorce à l’italienne » Germi réalise avec « Séduite et abandonnée » une nouvelle fois une histoire d’honneur dans une petite ville de Sicile. Mais la finesse ironique a laissé la place à une charge féroce, au rythme haletant, tenant plus de l’équarrissage à la hache que du fleuret moucheté. Le film se termine sur une statue où est gravé « ONORE E. FAMIGLIA ». Honneur et famille, c’est justement les deux objets de l’entreprise de démolition orchestrée par le cinéaste. Saro Urzi, son fidèle ami, habitué aux seconds rôles importants, interprète magistralement (prix d’interprétation masculine à Cannes) cet ignoble père à l’apparente bonhomie, dont les plans foireux aliment la machine infernale. Stefania Sandrelli qui n’avait pas encore dix huit ans, incarne cette victime niaiseuse et parfois consentante avec une grâce et une fragilité attendrissantes. Comme souvent chez Germi les seconds rôles sont intéressants, imposant un casting soigné, avec une mention pour Leopoldo Trieste (l’amant de « Divorce à l’italienne ») dans le rôle du baron miséreux. Enfin la partition de Carlo Rustichelli est remarquable, avec un étonnant pastiche du « Degello » de Dimitri Tiomkin (Germi était un grand admirateur du cinéma américain), qui inspira sans doute la musique d’Ennio Morricone pour « Et pour quelques dollars de plus ». « Séduite et abandonnée » est sans doute inférieur à « Divorce à l’italienne » dont la finesse et l’ironie (et Mastroianni) ont un impact supérieur à cette charge par moment pachydermique. Mais un chef d’œuvre reste une exception et en l’état ce film offre un très grand moment."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,4.0,"En seulement trois films (« Divorce à l’italienne », « Séduite et abandonnée », « Ces messieurs dames »), Pietro Germi est entré dans le panthéon des maîtres de la comédie à l’italienne. L’adultère est le véhicule essentiel de ces trois pépites où Germi tire à boulets rouges sur les conventions. Introduit dans la famille Ascalone par ses fiançailles avec la rondouillarde Matilde, le jeune Peppino joué à par un  Aldo Puglisi giflable à souhait, ne peut que craquer devant la beauté sauvage et sans appel de la tout jeune Agnese. Stefana Sandrelli devenue l’actrice fétiche de Germi affole le jeune homme comme trois ans auparavant elle avait tourmenté Marcello Mastroianni dans le fameux  Divorce à l’italienne . Agnese ayant eu la mauvaise idée de tomber enceinte, l’honneur de la famille et principalement celui  de Don Vincenzo Ascalone est tombé par terre. Il va falloir le relever à n’importe quel prix et au moyen des pires stratagèmes, le tout mené à un rythme d’enfer et moult distribution de claques par Saro Urzi sorte de Raimu italien au meilleur de sa forme. Lors d’une scène mémorable où trois jeunes touristes poitrinaires affolent une assemblée de vieux messieurs attablés devant leur vermouth, Germi montre bien l’hypocrisie de cette course à l’honneur perdu, Don Ascalone étant le chef de la bande des siffleurs. Comme toujours chez les réalisateurs italiens, ce qui fait qu’on les aime, c’est la tendresse qu’ils portent à leurs personnages qui nous réjouit. Sans doute  se reconnaissent-ils  un peu dans ces pauvres bougres un peu ridicules qui sont des adeptes forcenés du « faites ce que je dis mais  pas ce que je fais ». On est donc dans la franche rigolade avec une comédie très enlevée qui annonce le petit chef d’œuvre que sera deux ans plus tard Ces Messieurs Dames.  Malheureusement, Germi bien conscient d’avoir trouvé la recette qui fait mouche, tire un peu trop  sur la ficelle et tombe dans le dernier quart du film  dans une répétition facile des effets qui finit par détourner un peu l’attention. Mais la conclusion avec le gros plan sur la tombe de Don Ascalone où trône un buste avec écrit en pied « Famille et Honneur », amène   une dernière facétie qui emporte le tout."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,4.0,"C'est le récit d'une famille de 4 filles dont l'une a été séduite par le fiancée d'une autre. Le père de famille crée tout un scandale  et oblige le séducteur à se marier (malgré sa volonté) avec la fille séduite (qui maintenant le déteste). Fin tragique du père. Superbe comédie italienne qui se déroule en Sicile. Très bonne réalisation de Germi, avec beaucoup d'humour, de très bons dialogues, des acteurs excellents, des séquences inoubliables, avec un aspect sociologique très prononcé sur l'Italie du Sud. Un film qui n'a pas vieilli du tout."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,3.5,"C'est un film inégal où de beaux plans et des séquences bien enlevées alternent avec des lourdeurs et des moments moins bien venus. Ceci dit, l'ensemble reste drôle et intéressant. Bonne utilisation du décor, qualité de l'interprétation, souci du détail amusant, soin accordé aux personnages secondaires sont à mettre au crédit de la réalisation. On peut reprocher à Germi son manque de finesse qui lui fait un peu trop appuyer certains traits du genre ""mettez-vous bien ça dans la tête"" ; ainsi, la dernière séquence, inutile, affadit la précédente très réussie. Malgré ces réserves, j'ai eu plaisir à revoir cette oeuvre qui reste bien supérieure à la moyenne des comédies italiennes d'aujourd'hui et des pantalonnades nombriliques de Nanni Moretti."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,5.0,"Je ne connaissais pas cette comédie italienne, voire sicilienne qui allie une férocité certaine vis à vis de l'honneur grandiloquent des Siciliens. Les acteurs, parlant ou simples figurants, représentant les villageois en terrasse, sont fabuleux. Le cinéma italien a su recruter des acteurs qui n'auraient jamais été embauchés en France. À noter que les Italiens nous évitent les ""enfants mignons"". 5 étoiles parce que j'aurai plaisir à revoir ce film un jour."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,3.5,"Honneur et famille, deux valeurs bien siciliennes que Germi raille avec sa verve habituelle dans cette histoire haute en couleurs où la lâcheté le dispute à la manipulation. On y voit même un policier cacher la Sicile de la carte de l'Italie, honteux des pratiques de l'île. Gonflé, mais bien dans l'esprit de la comédie italienne, vigoureuse et délicieusement triviale. Joli rôle pour la toute jeune Stefania Sandrelli."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,4.0,"Un minable, fiancé à une des filles d'une bonne famille d'un petit village de Sicile, profite de la sieste pour abuser de la sœur de sa promise. Quand on commet une faute de cette ampleur, l'honneur sicilien exige de la réparer en épousant la fille abusée, qui en plus est tombée enceinte. Et le papa ne va pas manquer de le faire. Mais le principal concerné ne veut pas épouser une dévergondée car il vaut bien évidemment mieux que cela. Quant à la fille abusée, on ne lui demande même pas son avis... Voilà de quoi faire un mélodrame bien italien comme on en a vu des milliers et des milliers auparavant. Mais voilà, Pietro Germi n'aimait pas faire les choses comme les autres, et d'une histoire franchement tragique il en fait une comédie grinçante absolument hilarante. Sa verve satirique est au meilleur de sa forme. Il appuie tellement sur le grotesque des situations, sur celui des personnages prêts à tout, mais vraiment à tout, pour sauver leur ""honneur"", qu'on préfère en rigoler. L'hypocrisie, le machisme, les traditions archaïques et horribles, tout y passe à la moulinette Germi. Pas de doute, on est bien chez le réalisateur de génie qui a donné Divorce à l'italienne et qui donnera Ces messieurs dames. L'écriture, qui ne ménage pas en rebondissements aussi énormes les uns que les autres, est un régal, les personnages, même les plus secondaires, de la sœur qui n'a absolument rien pigé de ce qu'il se passe au baron désargenté et édenté qui veut se pendre en passant par l'adjoint du commissaire qui n'a pas inventé la poudre, sont superbement croqués. Pour l'interprétation, Stefania Sandrelli, robe noire de madone mais qui en même dégage toute une sensualité involontaire de la part de son personnage, tout un paradoxe en une silhouette, est un plaisir des yeux. Mais celui qui domine, en Raimu puissance 10000, en padre tonitruant, opiniâtre, sanguin et bien évidemment ridicule, c'est l'acteur Saro Urzì. Il a reçu le Prix d'interprétation à Cannes, pour le coup je lui aurais refilé aussi l'Oscar, et même le César quand bien même ça n'existait pas encore. Il faut le voir pour le croire, il est époustouflant. Tout ça pour dire que la force du cinéma de Pietro Germi, le meilleur de son cinéma, et Séduite et abandonnée fait incontestablement partie de ce meilleur, c'est quand il nous fait rire aux larmes de choses qui devraient au contraire nous faire pleurer."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,4.0,"Germi signe une très bonne comédie italienne ou les mœurs de la Sicile sont passés au crible. Il faut dire que derrière le scénario figure les noms de Luciano Vincenzoni,Agenore Incrocci,Furio Scarpelli ce n'est que le meilleur de la comédie italienne. La fille ainée de la famille est promise à un jeune homme, seulement il n'a d'yeux que pour la jeune et jolie Agnese. Un après midi de forte chaleur aou toute la famille dort le jeune homme et la jeune Agnese vont commettre l'irréparable. La famille de Don Ascalone vient d’être déshonorée. Dès lors le père de famille n'aura de cesse de récupérer son honneur,par tout les moyens possibles."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,3.5,"Après la loi italienne qui “accordait” une peine réduite pour les meurtres commis pour défendre son “honneur” (cf. Divorce à l’italienne), Germi s’attaque cette fois-ci à un texte bien pire, abrogé lui aussi en 1981 : le mariage annule le viol & l’enlèvement aux yeux de la justice. Yay. Évidemment, Germi a mis les deux dans son scénario, avec son talent habituel pour le pince-sans-rire qui nous fait oublier qu’on parle de crimes, que lui-même ne lésine pourtant pas à rendre durs : les émotions négatives sont fortes & prolongées, les punitions cuisantes, les atteintes à l’honneur décapantes. Ah, & les baffes nombreuses. Même si l’on est à des années-lumière de la mentalité sicilienne, on ne peut que reconnaître ici de quoi c’est l’exagération. De cette dernière, on ne sort que pour arrondir les angles dans le goût de la caricature, que Germi aime à dispenser dans un humour de quelques secondes à la fois : un vrai compte-gouttes qui ne nous laisse pas perdre de vue les véritables tourments de la famille. Plein de motifs, le film joue avec l’ambigu pour nous démontrer tout ce qu’il y a de risible au fait que les Siciliens disent tout le contraire de ce qu’ils pensent. Ainsi le point de départ, le viol, est dénaturé par des procédés qu’on reconnaît comme cinématographiques : l’agresseur est ce bon vieux nigaud italien qui nous rappelle Sordi, la fille est capricieuse & mutique ; c’est un divertissement, c’est vieux, c’est ailleurs, c’est pour de faux, se dit-on ; alors le viol se dissout dans les vicissitudes familiales rigolotes & théâtrales d’un Germi qui, même lorsqu’il fait mettre au commissaire sa main sur la carte d’Italie pour effacer la Sicile & dire : “c’est mieux comme ça !”, nous fait simplement rire. Pourtant la violence est partout. Une gifle, symbole même de violence, devient presque neutre, voire drôle, quand elle vient du père pas vraiment violent, plutôt strict & bonhomme (& surtout sicilien), mais aussi, justement, le symbole de ce que Germi nous fait oublier qu’il veut dire : son scénario est rude, tourne presque en rond autour d’une famille obsédée par son honneur & ses traditions, & nous fait rire de tous les symptômes d’une profonde injustice : l’œuvre ne se contente pas, comme d’autres, de montrer le crime & l’hypocrisie avec pudeur & moquerie ; Germi la construit lui-même sans forcément la déconstruire ensuite. Il fallait être lui pour laisser entre les mains du spectateur la responsabilité morale de faire le tri. → https://septiemeartetdemi.com/"
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,4.0,"il n'y avait que les italiens pour traiter un sujet de société de cette manière, les scènes chez le juge sont de purs bijoux. Le casting fait aussi appel à des gueules pas possibles avec une perle dans le lot  Stefania Sandrelli. A noter quelques passages un peu brouillon."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,4.5,"Quel bonheur de retrouver cette comédie des années 60 qui allie fraicheur, inventivité et une vraie truculence que l'on ne retrouve plus de nos jours dans un bien pâle cinéma italien..."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,4.5,"La ressortie en salle de ce classique de la nouvelle comédie italienne permet sans doute de redonner la juste place que mérite la filmographie du cinéaste/acteur Pietro Germi ( décédé prématurément à 60 ans). Souvent oublié au profit de Scola, Monicelli, de Comencini ou de Risi, Germi a pourtant réussi certains de ses opus au point qu'ils peuvent figurer parmi les chefs-d'œuvre du cinéma transalpin de son âge d'or Il n'est pas impossible que les positions politiques du cinéaste aient contribué au manque de considération critique reçu par le travail de Germi en Italie ( il ne fût pas toujours tendre avec l'influent PCI de l'époque) Son titre, "" séduite et abandonnée"" peut faire penser à un drame, ce qu'il n'est pas. Germi, après ""divorce à l'italienne"" (  un de ses meilleurs films réalisé trois ans plus tôt) poursuit sa critique acide et caustique de la société patriarcale italienne en installant ses personnages en Sicile ou son poids est le plus lourd. Le metteur en scène relève avec brio, les incohérences des règles sociales imposées aux femmes, l'hypocrisie des comportements masculins qui finalement ne conduisent personne ni vers le bonheur ni l'épanouissement réciproque. La mise en scène est formidable, le casting et la direction d'acteurs aussi ( Stefania Sandrelli encore très jeune est sublime de charme et de beauté ). L'acteur qui tient le rôle du patriarche obtiendra le prix d'interprétation à Cannes. Du grand art."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,5.0,"Un vrai chef d'oeuvre comme seuls savent en faire les italiens, des scènes qui auraient mérité de devenir mythiques. Un classique."
Séduite et abandonnée de Pietro Germi,https://www.allocine.fr/film/fichefilm_gen_cfilm=20297.html,3.5,"un bon petit film qu'il faut absolument voir en V.O. bien sur !!!! les moeurs , les familles italiennes sont bien décrites, j'ai passé un bon moment, on rit souvent..."
Avatar de James Cameron,https://www.allocine.fr/film/fichefilm_gen_cfilm=61282.html,4.0,"Pas trop friand de ce genre de film vu en famille, j'avoue avoir beaucoup aimé cette histoire assez touchante ! On évolue dans un monde extraordinaire et on se laisse prendre sans en perdre une miette... Et au final, un film où on ne voit pas le temps passer !"
Avatar de James Cameron,https://www.allocine.fr/film/fichefilm_gen_cfilm=61282.html,5.0,"Avatar est une vraie révolution ! Le film de James Cameron fait rentrer le cinéma dans une nouvelle ère, autant que Le chanteur de Jazz l'avait été en 1927 avec l'arrivée du son. Le film est à voir absolument, même pour ceux qui ne sont pas amateurs de ce genre de film. Visuellement c'est magnifique et les effets spéciaux sont à couper le souffle. En plus de ça, le film fait passer un beau message. Bravo à James Cameron et à son équipe qui ont su créer un tout nouveau monde."
Avatar de James Cameron,https://www.allocine.fr/film/fichefilm_gen_cfilm=61282.html,5.0,"Critique rédigée en Décembre 2009. Réactualisée en Décembre 2022. 11 ans après l'excellent ""Titanic"" James Cameron revenait enfin aux affaires avec cet ambitieux projet nommé ""Avatar"" et nous embarquait dans un monde visuellement somptueux, complexe et fascinant. Le réalisateur canadien nous en mettais une nouvelle fois plein la vue pendant plus de 2h30 qui passent à une allure folle et portée par des acteurs charismatiques et une BO grandiose (merci James Horner). Sans oublier un scénario certes, peu novateur mais d'une actualité de plus en plus criante plus de 10 ans plus tard. Et oui, prenez soin de l'environnement c'est pourtant pas compliqué à comprendre ! Bref, Un vrai regal pour les yeux et les oreilles ! Une œuvre puissante et spectaculaire quoi qu'en disent les détracteurs. Frissonnant !"
